split_id,c2s_bytes,s2a_bytes,broadcast_bytes,total_bytes,hide_path
0,743338368,3742112,7113600,754194080,false
1,734703552,3917280,6894720,745515552,false
2,717433920,3779648,6712320,727925888,false
3,743338368,3854720,7077120,754270208,false
4,674259840,3429312,6748800,684437952,false
