split_id,c2s_bytes,s2a_bytes,broadcast_bytes,total_bytes,hide_path
0,713443440,749600,10069600,724262640,true
1,707048016,742880,10462560,718253456,true
2,716641152,752960,10855520,728249632,true
3,716641152,752960,10560800,727954912,true
4,713443440,749600,10167840,724360880,true
