split_id,c2s_bytes,s2a_bytes,broadcast_bytes,total_bytes,hide_path
0,560189040,529680,5501440,566220160,true
1,560189040,529680,5697920,566416640,true
2,560189040,529680,5747040,566465760,true
3,560189040,529680,5747040,566465760,true
4,560189040,529680,5599680,566318400,true
