split_id,c2s_bytes,s2a_bytes,broadcast_bytes,total_bytes,hide_path
0,240182064,1240160,15571040,256993264,false
1,240182064,1361120,17437600,258980784,false
2,240182064,1293920,16602560,258078544,false
3,240182064,1273760,16356960,257812784,false
4,240182064,1277120,16111360,257570544,false
