split_id,c2s_bytes,s2a_bytes,broadcast_bytes,total_bytes,hide_path
0,208310928,571680,2351440,211234048,true
1,208310928,571680,2370480,211253088,true
2,208310928,571680,2237200,211119808,true
3,208310928,571680,2332400,211215008,true
4,208310928,571680,2351440,211234048,true
