split_id,accuracy,auc_roc,f1,n_train,n_test,n_features
0,0.964602,0.993964,0.972222,456,113,30
1,0.938053,0.992287,0.951724,456,113,30
2,0.920354,0.967136,0.938776,456,113,30
3,0.920354,0.975352,0.937931,456,113,30
4,0.938053,0.977867,0.953020,456,113,30
