split_id,c2s_bytes,s2a_bytes,broadcast_bytes,total_bytes,hide_path
0,130266432,188704,2188800,132643936,false
1,130266432,188704,2188800,132643936,false
2,130266432,188704,2188800,132643936,false
3,130266432,188704,2188800,132643936,false
4,130266432,188704,2188800,132643936,false
