split_id,c2s_bytes,s2a_bytes,broadcast_bytes,total_bytes,hide_path
0,3109277952,4505344,7004160,3120787456,true
1,3109277952,4505344,6894720,3120678016,true
2,2971120896,4305152,6712320,2982138368,true
3,3126547584,4530368,7004160,3138082112,true
4,3178356480,4605440,6748800,3189710720,true
