split_id,c2s_bytes,s2a_bytes,broadcast_bytes,total_bytes,hide_path
0,119118048,1137440,3931760,124187248,false
1,119118048,1142880,3836560,124097488,false
2,119118048,1088480,3646160,123852688,false
3,119118048,1148320,3931760,124198128,false
4,119118048,1121120,3988880,124228048,false
