split_id,n_train,wall_s,client_stats_s,client_grad_s,server_s,grad_share_calls,hide_path,n_shareholders,threshold
0,614,0.327466,0.000432,0.232309,0.092908,27630,true,3,2
1,614,0.299155,0.000274,0.209788,0.087398,27630,true,3,2
2,614,0.296449,0.000274,0.209345,0.085109,27630,true,3,2
3,614,0.307850,0.000281,0.216073,0.089707,27630,true,3,2
4,614,0.297482,0.000274,0.209695,0.085814,27630,true,3,2
