split_id,c2s_bytes,s2a_bytes,broadcast_bytes,total_bytes,hide_path
0,347184880,857520,2351440,350393840,true
1,347184880,857520,2370480,350412880,true
2,347184880,857520,2237200,350279600,true
3,347184880,857520,2332400,350374800,true
4,347184880,857520,2351440,350393840,true
