split_id,accuracy,auc_roc,f1,n_train,n_test,n_features
0,0.746428,0.825385,0.758146,56554,14138,21
1,0.742326,0.820246,0.754928,56554,14138,21
2,0.749823,0.827369,0.762250,56554,14138,21
3,0.744518,0.821159,0.755946,56554,14138,21
4,0.743387,0.818301,0.755953,56554,14138,21
