split_id,c2s_bytes,s2a_bytes,broadcast_bytes,total_bytes,hide_path
0,96285024,151520,2799840,99236384,false
1,96285024,151520,2799840,99236384,false
2,96285024,151520,2799840,99236384,false
3,96285024,151520,2799840,99236384,false
4,96285024,151520,2799840,99236384,false
