split_id,c2s_bytes,s2a_bytes,broadcast_bytes,total_bytes,hide_path
0,48319344,50720,1326240,49696304,true
1,48319344,50720,1326240,49696304,true
2,48319344,50720,1326240,49696304,true
3,48319344,50720,1326240,49696304,true
4,48319344,50720,1326240,49696304,true
