split_id,c2s_bytes,s2a_bytes,broadcast_bytes,total_bytes,hide_path
0,648355392,3204096,7004160,658563648,false
1,648355392,3216608,6894720,658466720,false
2,639720576,3166560,6712320,649599456,false
3,648355392,3091488,7004160,658451040,false
4,648355392,3241632,6748800,658345824,false
