split_id,c2s_bytes,s2a_bytes,broadcast_bytes,total_bytes,hide_path
0,169560202800,1973536,1155963760,170718140096,true
1,169560202800,1973536,1160488080,170722664416,true
2,169560202800,1973536,1160488080,170722664416,true
3,169560202800,1973536,1160488080,170722664416,true
4,169560202800,1973536,1160488080,170722664416,true
