split_id,n_train,wall_s,client_stats_s,client_grad_s,server_s,grad_share_calls,hide_path,n_shareholders,threshold
0,56554,77.150518,0.080952,53.233334,23.673794,2544930,true,3,2
1,56554,84.484474,0.052688,56.852189,27.383901,2544930,true,3,2
2,56554,82.001889,0.055231,55.342673,26.414115,2544930,true,3,2
3,56554,80.185735,0.051590,54.225479,25.726657,2544930,true,3,2
4,56554,73.493126,0.051590,50.665466,22.621135,2544930,true,3,2
