split_id,c2s_bytes,s2a_bytes,broadcast_bytes,total_bytes,hide_path
0,1316284704,3612640,4807600,1324704944,true
1,1290517872,3541920,4921840,1298981632,true
2,1248894528,3427680,4826640,1257148848,true
3,1306374384,3585440,4731440,1314691264,true
4,1344033600,3688800,5321680,1353044080,true
