split_id,c2s_bytes,s2a_bytes,broadcast_bytes,total_bytes,hide_path
0,22666843200,395296,346110480,23013348976,false
1,22666843200,395296,346110480,23013348976,false
2,22666843200,395296,346110480,23013348976,false
3,22666843200,395296,346110480,23013348976,false
4,22666843200,395296,346110480,23013348976,false
