split_id,accuracy,auc_roc,f1,n_train,n_test,n_features
0,0.740487,0.815773,0.751977,56554,14138,21
1,0.737021,0.813078,0.751138,56554,14138,21
2,0.743104,0.818121,0.752925,56554,14138,21
3,0.738294,0.811592,0.748094,56554,14138,21
4,0.736738,0.810606,0.748412,56554,14138,21
