split_id,c2s_bytes,s2a_bytes,broadcast_bytes,total_bytes,hide_path
0,33966332400,921376,617569680,34584823456,false
1,33966332400,921376,617569680,34584823456,false
2,33966332400,921376,617569680,34584823456,false
3,33966332400,921376,617569680,34584823456,false
4,33966332400,921376,617569680,34584823456,false
