split_id,n_train,wall_s,client_stats_s,client_grad_s,server_s,grad_share_calls,hide_path,n_shareholders,threshold
0,456,0.335730,0.000791,0.265434,0.067976,20520,false,3,2
1,456,0.321326,0.000491,0.252284,0.067104,20520,false,3,2
2,456,0.320487,0.000475,0.251994,0.066540,20520,false,3,2
3,456,0.322066,0.000761,0.252448,0.067389,20520,false,3,2
4,456,0.324181,0.000485,0.253908,0.068304,20520,false,3,2
