split_id,c2s_bytes,s2a_bytes,broadcast_bytes,total_bytes,hide_path
0,907399872,1314784,5107200,913821856,true
1,907399872,1314784,5107200,913821856,true
2,907399872,1314784,5143680,913858336,true
3,907399872,1314784,5034240,913748896,true
4,907399872,1314784,5143680,913858336,true
