split_id,c2s_bytes,s2a_bytes,broadcast_bytes,total_bytes,hide_path
0,79164289200,921376,617569680,79782780256,true
1,79164289200,921376,617569680,79782780256,true
2,79164289200,921376,617569680,79782780256,true
3,79164289200,921376,617569680,79782780256,true
4,79164289200,921376,617569680,79782780256,true
