split_id,c2s_bytes,s2a_bytes,broadcast_bytes,total_bytes,hide_path
0,389310912,1264736,5107200,395682848,false
1,389310912,1314784,5107200,395732896,false
2,389310912,1289760,5143680,395744352,false
3,389310912,1264736,5034240,395609888,false
4,389310912,1289760,5143680,395744352,false
