split_id,c2s_bytes,s2a_bytes,broadcast_bytes,total_bytes,hide_path
0,518833152,2165600,6384000,527382752,false
1,518833152,2203136,6347520,527383808,false
2,518833152,2178112,6165120,527176384,false
3,518833152,2140576,6420480,527394208,false
4,518833152,2278208,6639360,527750720,false
