split_id,n_trees,accuracy,auc_roc,f1
0,1,0.649351,0.719074,0.000000
0,2,0.649351,0.745093,0.000000
0,3,0.649351,0.745093,0.000000
0,4,0.649351,0.789167,0.000000
0,5,0.649351,0.806481,0.000000
0,6,0.746753,0.833056,0.530120
0,7,0.746753,0.832037,0.530120
0,8,0.753247,0.839815,0.577778
0,9,0.753247,0.837870,0.577778
0,10,0.772727,0.843796,0.578313
0,11,0.753247,0.848241,0.577778
0,12,0.759740,0.855463,0.564706
0,13,0.759740,0.855093,0.564706
0,14,0.792208,0.858056,0.666667
0,15,0.785714,0.857315,0.645161
1,1,0.649351,0.682037,0.000000
1,2,0.649351,0.682037,0.000000
1,3,0.649351,0.706667,0.000000
1,4,0.649351,0.713611,0.000000
1,5,0.649351,0.744907,0.000000
1,6,0.707792,0.771759,0.366197
1,7,0.707792,0.764444,0.366197
1,8,0.733766,0.766296,0.467532
1,9,0.727273,0.768519,0.447368
1,10,0.733766,0.768889,0.467532
1,11,0.733766,0.784074,0.506024
1,12,0.740260,0.788241,0.523810
1,13,0.733766,0.778241,0.506024
1,14,0.733766,0.783333,0.506024
1,15,0.733766,0.792870,0.506024
2,1,0.649351,0.680556,0.000000
2,2,0.649351,0.695556,0.000000
2,3,0.649351,0.716111,0.000000
2,4,0.714286,0.716111,0.488372
2,5,0.714286,0.729722,0.488372
2,6,0.701299,0.749259,0.410256
2,7,0.707792,0.767685,0.470588
2,8,0.707792,0.764537,0.470588
2,9,0.714286,0.774537,0.463415
2,10,0.714286,0.779722,0.463415
2,11,0.707792,0.789907,0.470588
2,12,0.714286,0.795463,0.463415
2,13,0.714286,0.792870,0.463415
2,14,0.740260,0.796204,0.545455
2,15,0.740260,0.796574,0.545455
3,1,0.649351,0.686481,0.000000
3,2,0.649351,0.750741,0.000000
3,3,0.649351,0.771111,0.000000
3,4,0.701299,0.774815,0.303030
3,5,0.701299,0.781852,0.303030
3,6,0.701299,0.808148,0.281250
3,7,0.701299,0.833796,0.303030
3,8,0.701299,0.833796,0.303030
3,9,0.701299,0.842593,0.303030
3,10,0.701299,0.840741,0.303030
3,11,0.766234,0.848148,0.550000
3,12,0.766234,0.848148,0.550000
3,13,0.766234,0.855556,0.550000
3,14,0.766234,0.856296,0.550000
3,15,0.766234,0.854074,0.550000
4,1,0.649351,0.668704,0.000000
4,2,0.649351,0.720278,0.000000
4,3,0.649351,0.720278,0.000000
4,4,0.649351,0.720278,0.000000
4,5,0.746753,0.728519,0.530120
4,6,0.727273,0.761389,0.447368
4,7,0.759740,0.775648,0.531646
4,8,0.753247,0.782593,0.536585
4,9,0.753247,0.784352,0.525000
4,10,0.753247,0.794074,0.525000
4,11,0.740260,0.796204,0.487179
4,12,0.753247,0.801389,0.536585
4,13,0.753247,0.807407,0.536585
4,14,0.740260,0.806852,0.487179
4,15,0.740260,0.807407,0.487179
