split_id,c2s_bytes,s2a_bytes,broadcast_bytes,total_bytes,hide_path
0,288147744,2073440,23086400,313307584,false
1,288147744,2110400,24068800,314326944,false
2,288147744,2033120,22693440,312874304,false
3,288147744,1928960,21661920,311738624,false
4,288147744,2043200,23135520,313326464,false
