split_id,accuracy,auc_roc,f1,n_train,n_test,n_features
0,0.847458,0.894676,0.830189,238,59,13
1,0.830508,0.915509,0.807692,238,59,13
2,0.728814,0.810185,0.703704,238,59,13
3,0.830508,0.905671,0.807692,238,59,13
4,0.881356,0.953704,0.857143,238,59,13
