split_id,c2s_bytes,s2a_bytes,broadcast_bytes,total_bytes,hide_path
0,442194480,1213600,3931760,447339840,true
1,444176544,1219040,3836560,449232144,true
2,436248288,1197280,3646160,441091728,true
3,444176544,1219040,3931760,449327344,true
4,446158608,1224480,3988880,451371968,true
