split_id,c2s_bytes,s2a_bytes,broadcast_bytes,total_bytes,hide_path
0,1831325184,2653568,6384000,1840362752,true
1,1831325184,2653568,6347520,1840326272,true
2,1831325184,2653568,6165120,1840143872,true
3,1839960000,2666080,6420480,1849046560,true
4,1865864448,2703616,6639360,1875207424,true
