ts,deviceModel,sessionId,triggerSource,batchId,batchCount,datasetId,roundId,nRecords,treeIdx,depth,roundKind,outcome,lastError,nPeersAttempted,nPeersAccepted,networkType,batteryState,batteryLevel,wallMs,clientTsMs,pollUs,computeUs,submitUs,txBytes,rxBytes,rssBytes,wakeLatencyMs
2026-07-25 00:21:16.014000+00:00,Lenovo TB328FU,b379008f-f450-4987-bba4-51517776290a,workmanager,2,4,heart_disease,12884901889,59,2,1,gradient,submitted,,3,3,wifi,full,100,854964,1784938868985,51582,667,99953,23675,7337,164777984,
2026-07-25 00:22:00.726000+00:00,Lenovo TB328FU,5293ac2e-1915-4c3b-8f9d-5d7a5ccf62d1,push,2,4,pima_diabetes,,,,,,idle,,,,wifi,full,100,45972,1784938913476,21302,,,,,157937664,-6659
2026-07-25 00:22:01.152000+00:00,Lenovo TB328FU,8290562d-2ac2-4701-a08f-14f98f73dfa7,push,2,4,breast_cancer,,,,,,idle,,,,wifi,full,100,45720,1784938914119,22563,,,,,157937664,
2026-07-25 00:22:01.554000+00:00,Lenovo TB328FU,b379008f-f450-4987-bba4-51517776290a,push,2,4,heart_disease,,,,,,idle,,,,wifi,full,100,45525,1784938914510,22814,,,,,158285824,
2026-07-25 00:22:01.752000+00:00,samsung SM-X200,5293ac2e-1915-4c3b-8f9d-5d7a5ccf62d1,push,1,4,pima_diabetes,12884901889,154,2,1,gradient,submitted,,3,3,wifi,full,100,900408,1784938919446,37841,695,195869,16634,6809,155865088,-1093
2026-07-25 00:22:02.005000+00:00,Google Pixel 9 Pro,5293ac2e-1915-4c3b-8f9d-5d7a5ccf62d1,push,0,4,pima_diabetes,12884901889,153,2,1,gradient,submitted,,3,3,wifi,discharging,65,901150,1784938922240,46897,799,156066,16673,6787,230313984,1349
2026-07-25 00:22:02.353000+00:00,samsung SM-X200,8290562d-2ac2-4701-a08f-14f98f73dfa7,push,1,4,breast_cancer,12884901889,114,2,1,gradient,submitted,,3,3,wifi,full,100,900210,1784938920291,90043,1804,137626,47391,9197,164470784,
2026-07-25 00:22:02.636000+00:00,Google Pixel 9 Pro,8290562d-2ac2-4701-a08f-14f98f73dfa7,push,0,4,breast_cancer,12884901889,113,2,1,gradient,submitted,,3,3,wifi,discharging,65,900722,1784938923082,93279,2245,149366,47407,9175,232140800,
2026-07-25 00:22:02.931000+00:00,samsung SM-X200,b379008f-f450-4987-bba4-51517776290a,push,1,4,heart_disease,12884901889,59,2,1,gradient,submitted,,3,3,wifi,full,100,900248,1784938920883,39685,952,165944,23626,7359,162291712,
2026-07-25 00:22:03.631000+00:00,Google Pixel 9 Pro,b379008f-f450-4987-bba4-51517776290a,push,0,4,heart_disease,12884901889,59,2,1,gradient,submitted,,3,3,wifi,discharging,65,901139,1784938924085,55042,841,148585,23610,7337,232304640,
2026-07-25 00:36:01.751000+00:00,iPhone iPhone,5293ac2e-1915-4c3b-8f9d-5d7a5ccf62d1,push,3,4,pima_diabetes,12884901890,154,2,2,gradient,submitted,,3,3,wifi,full,100,900879,1784939761304,21239,340,155181,27833,6874,78184448,716
2026-07-25 00:36:02.394000+00:00,iPhone iPhone,8290562d-2ac2-4701-a08f-14f98f73dfa7,push,3,4,breast_cancer,12884901890,114,2,2,gradient,submitted,,3,3,wifi,full,100,901030,1784939762293,40545,789,247621,89588,9242,78266368,
2026-07-25 00:36:02.939000+00:00,iPhone iPhone,b379008f-f450-4987-bba4-51517776290a,push,3,4,heart_disease,12884901890,60,2,2,gradient,submitted,,3,3,wifi,full,100,901068,1784939762842,38875,407,173593,41883,7403,78348288,
2026-07-25 00:36:17.460000+00:00,Lenovo TB328FU,5293ac2e-1915-4c3b-8f9d-5d7a5ccf62d1,workmanager,2,4,pima_diabetes,12884901890,153,2,2,gradient,submitted,,3,3,wifi,full,100,856641,1784939770117,58037,926,107291,27913,6830,167510016,
2026-07-25 00:36:18.060000+00:00,Lenovo TB328FU,8290562d-2ac2-4701-a08f-14f98f73dfa7,workmanager,2,4,breast_cancer,12884901890,114,2,2,gradient,submitted,,3,3,wifi,full,100,856916,1784939771035,82227,3362,115994,89669,9241,168275968,
2026-07-25 00:36:18.698000+00:00,Lenovo TB328FU,b379008f-f450-4987-bba4-51517776290a,workmanager,2,4,heart_disease,12884901890,59,2,2,gradient,submitted,,3,3,wifi,full,100,857152,1784939771662,39795,1005,136840,41921,7381,168386560,
2026-07-25 00:37:01.482000+00:00,Lenovo TB328FU,5293ac2e-1915-4c3b-8f9d-5d7a5ccf62d1,push,2,4,pima_diabetes,,,,,,idle,,,,wifi,full,100,44037,1784939814154,22094,,,,,161165312,-6682
2026-07-25 00:37:01.901000+00:00,Lenovo TB328FU,8290562d-2ac2-4701-a08f-14f98f73dfa7,push,2,4,breast_cancer,,,,,,idle,,,,wifi,full,100,43799,1784939814834,20036,,,,,161280000,
2026-07-25 00:37:02.295000+00:00,Lenovo TB328FU,b379008f-f450-4987-bba4-51517776290a,push,2,4,heart_disease,,,,,,idle,,,,wifi,full,100,43601,1784939815263,22265,,,,,161415168,
2026-07-25 00:37:02.461000+00:00,samsung SM-X200,5293ac2e-1915-4c3b-8f9d-5d7a5ccf62d1,push,1,4,pima_diabetes,12884901890,154,2,2,gradient,submitted,,3,3,wifi,full,100,900669,1784939820115,38742,474,212995,27930,6830,149635072,-1143
2026-07-25 00:37:02.527000+00:00,Google Pixel 9 Pro,5293ac2e-1915-4c3b-8f9d-5d7a5ccf62d1,push,0,4,pima_diabetes,12884901890,153,2,2,gradient,submitted,,3,3,wifi,discharging,64,900293,1784939822533,40891,957,143254,27933,6830,236552192,1072
2026-07-25 00:37:03.084000+00:00,samsung SM-X200,8290562d-2ac2-4701-a08f-14f98f73dfa7,push,1,4,breast_cancer,12884901890,114,2,2,gradient,submitted,,3,3,wifi,full,100,900691,1784939820982,84537,1671,146135,89664,9241,150798336,
2026-07-25 00:37:03.773000+00:00,samsung SM-X200,b379008f-f450-4987-bba4-51517776290a,push,1,4,heart_disease,12884901890,59,2,2,gradient,submitted,,3,3,wifi,full,100,900781,1784939821664,45665,2234,154668,41922,7403,151597056,
2026-07-25 00:37:03.779000+00:00,Google Pixel 9 Pro,8290562d-2ac2-4701-a08f-14f98f73dfa7,push,0,4,breast_cancer,12884901890,113,2,2,gradient,submitted,,3,3,wifi,discharging,64,901159,1784939824241,89074,3379,125472,89695,9241,236404736,
2026-07-25 00:37:04.692000+00:00,Google Pixel 9 Pro,b379008f-f450-4987-bba4-51517776290a,push,0,4,heart_disease,12884901890,59,2,2,gradient,submitted,,3,3,wifi,discharging,64,901108,1784939825193,52551,1353,143316,41936,7381,236699648,
2026-07-25 00:51:02.215000+00:00,iPhone iPhone,5293ac2e-1915-4c3b-8f9d-5d7a5ccf62d1,push,3,4,pima_diabetes,17179869184,154,3,0,gradient,submitted,,3,3,wifi,full,100,900465,1784940661769,20449,197,117072,10947,7194,77414400,470
2026-07-25 00:51:02.745000+00:00,iPhone iPhone,8290562d-2ac2-4701-a08f-14f98f73dfa7,push,3,4,breast_cancer,17179869184,114,3,0,gradient,submitted,,3,3,wifi,full,100,900342,1784940662635,38583,196,132586,26370,9560,77447168,
2026-07-25 00:51:03.250000+00:00,iPhone iPhone,b379008f-f450-4987-bba4-51517776290a,push,3,4,heart_disease,17179869184,60,3,0,gradient,submitted,,3,3,wifi,full,100,900308,1784940663150,20120,165,127993,14454,7745,77463552,
2026-07-25 00:51:20.137000+00:00,Lenovo TB328FU,5293ac2e-1915-4c3b-8f9d-5d7a5ccf62d1,workmanager,2,4,pima_diabetes,17179869184,153,3,0,gradient,submitted,,3,3,wifi,full,100,858731,1784940672885,41124,566,95831,11039,7172,170442752,
2026-07-25 00:51:20.683000+00:00,Lenovo TB328FU,8290562d-2ac2-4701-a08f-14f98f73dfa7,workmanager,2,4,breast_cancer,17179869184,114,3,0,gradient,submitted,,3,3,wifi,full,100,858829,1784940673663,41008,1334,99508,26400,9538,171249664,
2026-07-25 00:51:21.266000+00:00,Lenovo TB328FU,b379008f-f450-4987-bba4-51517776290a,workmanager,2,4,heart_disease,17179869184,59,3,0,gradient,submitted,,3,3,wifi,full,100,858982,1784940674245,41696,437,119192,14524,7700,171167744,
2026-07-25 00:52:02.182000+00:00,Lenovo TB328FU,5293ac2e-1915-4c3b-8f9d-5d7a5ccf62d1,push,2,4,pima_diabetes,,,,,,idle,,,,wifi,full,100,42043,1784940714928,22871,,,,,163975168,-6583
2026-07-25 00:52:02.578000+00:00,Lenovo TB328FU,8290562d-2ac2-4701-a08f-14f98f73dfa7,push,2,4,breast_cancer,,,,,,idle,,,,wifi,full,100,41884,1784940715547,22772,,,,,163954688,
2026-07-25 00:52:03.040000+00:00,Lenovo TB328FU,b379008f-f450-4987-bba4-51517776290a,push,2,4,heart_disease,,,,,,idle,,,,wifi,full,100,41762,1784940716007,22361,,,,,164237312,
2026-07-25 00:52:03.670000+00:00,Google Pixel 9 Pro,5293ac2e-1915-4c3b-8f9d-5d7a5ccf62d1,push,0,4,pima_diabetes,17179869184,153,3,0,gradient,submitted,,3,3,wifi,discharging,64,901076,1784940723609,50205,716,149197,11012,7172,228388864,1422
2026-07-25 00:52:03.731000+00:00,samsung SM-X200,5293ac2e-1915-4c3b-8f9d-5d7a5ccf62d1,push,1,4,pima_diabetes,17179869184,154,3,0,gradient,submitted,,3,3,wifi,full,100,901244,1784940721359,37123,228,155460,10995,7172,153378816,-540
2026-07-25 00:52:04.336000+00:00,samsung SM-X200,8290562d-2ac2-4701-a08f-14f98f73dfa7,push,1,4,breast_cancer,17179869184,114,3,0,gradient,submitted,,3,3,wifi,full,100,901196,1784940722178,39957,755,149378,26406,9582,153284608,
2026-07-25 00:52:04.443000+00:00,Google Pixel 9 Pro,8290562d-2ac2-4701-a08f-14f98f73dfa7,push,0,4,breast_cancer,17179869184,113,3,0,gradient,submitted,,3,3,wifi,discharging,64,900688,1784940724929,51973,1266,145566,26424,9560,230809600,
2026-07-25 00:52:04.888000+00:00,samsung SM-X200,b379008f-f450-4987-bba4-51517776290a,push,1,4,heart_disease,17179869184,59,3,0,gradient,submitted,,3,3,wifi,full,100,901077,1784940722741,37796,275,134059,14528,7700,153948160,
2026-07-25 00:52:05.052000+00:00,Google Pixel 9 Pro,b379008f-f450-4987-bba4-51517776290a,push,0,4,heart_disease,17179869184,59,3,0,gradient,submitted,,3,3,wifi,discharging,64,900351,1784940725544,50738,530,151207,14500,7700,231104512,
2026-07-25 01:06:03.068000+00:00,iPhone iPhone,5293ac2e-1915-4c3b-8f9d-5d7a5ccf62d1,push,3,4,pima_diabetes,17179869185,154,3,1,gradient,submitted,,3,3,wifi,full,100,900925,1784941562694,20964,221,124247,16608,7049,75087872,722
2026-07-25 01:06:03.680000+00:00,iPhone iPhone,8290562d-2ac2-4701-a08f-14f98f73dfa7,push,3,4,breast_cancer,17179869185,114,3,1,gradient,submitted,,3,3,wifi,full,100,900944,1784941563579,45762,518,174691,47407,9459,75153408,
2026-07-25 01:06:04.172000+00:00,iPhone iPhone,b379008f-f450-4987-bba4-51517776290a,push,3,4,heart_disease,17179869185,60,3,1,gradient,submitted,,3,3,wifi,full,100,900919,1784941564069,22328,217,139958,23585,7576,75235328,
2026-07-25 01:06:22.948000+00:00,Lenovo TB328FU,5293ac2e-1915-4c3b-8f9d-5d7a5ccf62d1,workmanager,2,4,pima_diabetes,17179869185,153,3,1,gradient,submitted,,3,3,wifi,full,100,860710,1784941575638,55336,869,117896,16639,7071,157044736,
2026-07-25 01:06:23.623000+00:00,Lenovo TB328FU,8290562d-2ac2-4701-a08f-14f98f73dfa7,workmanager,2,4,breast_cancer,17179869185,114,3,1,gradient,submitted,,3,3,wifi,full,100,861058,1784941576605,102204,1823,156545,47456,9415,157884416,
2026-07-25 01:06:24.432000+00:00,Lenovo TB328FU,b379008f-f450-4987-bba4-51517776290a,workmanager,2,4,heart_disease,17179869185,59,3,1,gradient,submitted,,3,3,wifi,full,100,861401,1784941577408,43077,880,112496,23640,7576,157949952,
2026-07-25 01:07:03.266000+00:00,Lenovo TB328FU,5293ac2e-1915-4c3b-8f9d-5d7a5ccf62d1,push,2,4,pima_diabetes,,,,,,idle,,,,wifi,full,100,40365,1784941616003,98123,,,,,145223680,-6571
2026-07-25 01:07:03.659000+00:00,Lenovo TB328FU,8290562d-2ac2-4701-a08f-14f98f73dfa7,push,2,4,breast_cancer,,,,,,idle,,,,wifi,full,100,40023,1784941616628,22179,,,,,145461248,
2026-07-25 01:07:04.061000+00:00,Lenovo TB328FU,b379008f-f450-4987-bba4-51517776290a,push,2,4,heart_disease,,,,,,idle,,,,wifi,full,100,39614,1784941617022,21380,,,,,146165760,
2026-07-25 01:07:04.122000+00:00,samsung SM-X200,5293ac2e-1915-4c3b-8f9d-5d7a5ccf62d1,push,1,4,pima_diabetes,17179869185,154,3,1,gradient,submitted,,3,3,wifi,full,100,900268,1784941621627,48653,393,140809,16631,7049,162426880,-1145
2026-07-25 01:07:04.504000+00:00,Google Pixel 9 Pro,5293ac2e-1915-4c3b-8f9d-5d7a5ccf62d1,push,0,4,pima_diabetes,17179869185,153,3,1,gradient,submitted,,3,3,wifi,discharging,64,901034,1784941624643,54911,779,149383,16653,7027,236945408,1113
2026-07-25 01:07:04.669000+00:00,samsung SM-X200,8290562d-2ac2-4701-a08f-14f98f73dfa7,push,1,4,breast_cancer,17179869185,114,3,1,gradient,submitted,,3,3,wifi,full,100,900254,1784941622432,82806,1451,113457,47460,9437,161562624,
2026-07-25 01:07:05.296000+00:00,samsung SM-X200,b379008f-f450-4987-bba4-51517776290a,push,1,4,heart_disease,17179869185,59,3,1,gradient,submitted,,3,3,wifi,full,100,900336,1784941623077,40261,1588,160762,23688,7576,161562624,
2026-07-25 01:07:05.360000+00:00,Google Pixel 9 Pro,8290562d-2ac2-4701-a08f-14f98f73dfa7,push,0,4,breast_cancer,17179869185,113,3,1,gradient,submitted,,3,3,wifi,discharging,64,900937,1784941625866,96206,2771,160827,47451,9415,237543424,
2026-07-25 01:07:05.942000+00:00,Google Pixel 9 Pro,b379008f-f450-4987-bba4-51517776290a,push,0,4,heart_disease,17179869185,59,3,1,gradient,submitted,,3,3,wifi,discharging,64,900918,1784941626462,46966,621,147504,23658,7576,237506560,
2026-07-25 01:21:04.277000+00:00,iPhone iPhone,5293ac2e-1915-4c3b-8f9d-5d7a5ccf62d1,push,3,4,pima_diabetes,17179869186,154,3,2,gradient,submitted,,3,3,wifi,full,100,900772,1784942463466,19795,312,148099,27872,7093,75431936,588
2026-07-25 01:21:05.199000+00:00,iPhone iPhone,8290562d-2ac2-4701-a08f-14f98f73dfa7,push,3,4,breast_cancer,17179869186,114,3,2,gradient,submitted,,3,3,wifi,full,100,901511,1784942465090,38146,739,244731,89616,9459,75513856,
2026-07-25 01:21:05.747000+00:00,iPhone iPhone,b379008f-f450-4987-bba4-51517776290a,push,3,4,heart_disease,17179869186,60,3,2,gradient,submitted,,3,3,wifi,full,100,901575,1784942465644,21326,362,176494,41887,7642,75563008,
2026-07-25 01:21:25.816000+00:00,Lenovo TB328FU,5293ac2e-1915-4c3b-8f9d-5d7a5ccf62d1,workmanager,2,4,pima_diabetes,17179869186,153,3,2,gradient,submitted,,3,3,wifi,full,100,862536,1784942478539,40731,917,106979,27923,7071,154333184,
2026-07-25 01:21:26.405000+00:00,Lenovo TB328FU,8290562d-2ac2-4701-a08f-14f98f73dfa7,workmanager,2,4,breast_cancer,17179869186,114,3,2,gradient,submitted,,3,3,wifi,full,100,862753,1784942479381,43103,2408,118993,89573,9481,155443200,
2026-07-25 01:21:26.993000+00:00,Lenovo TB328FU,b379008f-f450-4987-bba4-51517776290a,workmanager,2,4,heart_disease,17179869186,59,3,2,gradient,submitted,,3,3,wifi,full,100,862954,1784942479976,59328,989,125649,41938,7620,156352512,
2026-07-25 01:22:03.724000+00:00,Lenovo TB328FU,5293ac2e-1915-4c3b-8f9d-5d7a5ccf62d1,push,2,4,pima_diabetes,,,,,,idle,,,,wifi,full,100,37941,1784942516480,22509,,,,,145457152,-6707
2026-07-25 01:22:04.121000+00:00,Lenovo TB328FU,8290562d-2ac2-4701-a08f-14f98f73dfa7,push,2,4,breast_cancer,,,,,,idle,,,,wifi,full,100,37714,1784942517095,21421,,,,,145514496,
2026-07-25 01:22:04.499000+00:00,Lenovo TB328FU,b379008f-f450-4987-bba4-51517776290a,push,2,4,heart_disease,,,,,,idle,,,,wifi,full,100,37505,1784942517481,22593,,,,,146198528,
2026-07-25 01:22:05.070000+00:00,samsung SM-X200,5293ac2e-1915-4c3b-8f9d-5d7a5ccf62d1,push,1,4,pima_diabetes,17179869186,154,3,2,gradient,submitted,,3,3,wifi,full,100,900641,1784942522268,41572,1115,134423,27962,7071,161968128,-1285
2026-07-25 01:22:05.637000+00:00,samsung SM-X200,8290562d-2ac2-4701-a08f-14f98f73dfa7,push,1,4,breast_cancer,17179869186,114,3,2,gradient,submitted,,3,3,wifi,full,100,900938,1784942523370,43784,2784,127945,89653,9503,161968128,
2026-07-25 01:22:06.838000+00:00,Google Pixel 9 Pro,5293ac2e-1915-4c3b-8f9d-5d7a5ccf62d1,push,0,4,pima_diabetes,17179869186,153,3,2,gradient,submitted,,3,3,wifi,discharging,63,900403,1784942525046,46841,798,151002,27911,7071,239845376,1185
2026-07-25 01:22:07.205000+00:00,samsung SM-X200,b379008f-f450-4987-bba4-51517776290a,push,1,4,heart_disease,17179869186,59,3,2,gradient,submitted,,3,3,wifi,full,100,901848,1784942524925,50449,1394,138625,41924,7642,162119680,
2026-07-25 01:22:07.418000+00:00,Google Pixel 9 Pro,8290562d-2ac2-4701-a08f-14f98f73dfa7,push,0,4,breast_cancer,17179869186,113,3,2,gradient,submitted,,3,3,wifi,discharging,63,902085,1784942527951,46182,2565,130362,89647,9459,239808512,
2026-07-25 01:22:08.132000+00:00,Google Pixel 9 Pro,b379008f-f450-4987-bba4-51517776290a,push,0,4,heart_disease,17179869186,59,3,2,gradient,submitted,,3,3,wifi,discharging,63,902204,1784942528666,52410,1155,153885,41908,7620,240316416,
2026-07-25 01:36:04.717000+00:00,iPhone iPhone,5293ac2e-1915-4c3b-8f9d-5d7a5ccf62d1,push,3,4,pima_diabetes,21474836480,154,4,0,gradient,submitted,,3,3,wifi,full,100,900806,1784943364272,22581,237,114544,10966,7337,75743232,617
2026-07-25 01:36:05.303000+00:00,iPhone iPhone,8290562d-2ac2-4701-a08f-14f98f73dfa7,push,3,4,breast_cancer,21474836480,114,4,0,gradient,submitted,,3,3,wifi,full,100,900109,1784943365199,42175,349,136780,26368,9748,75841536,
2026-07-25 01:36:05.802000+00:00,iPhone iPhone,b379008f-f450-4987-bba4-51517776290a,push,3,4,heart_disease,21474836480,60,4,0,gradient,submitted,,3,3,wifi,full,100,900043,1784943365687,20433,161,113857,14481,7883,75907072,
2026-07-25 01:36:28.433000+00:00,Lenovo TB328FU,5293ac2e-1915-4c3b-8f9d-5d7a5ccf62d1,workmanager,2,4,pima_diabetes,21474836480,153,4,0,gradient,submitted,,3,3,wifi,full,100,864634,1784943381114,44041,602,94216,11010,7337,155111424,
2026-07-25 01:36:29.473000+00:00,Lenovo TB328FU,8290562d-2ac2-4701-a08f-14f98f73dfa7,workmanager,2,4,breast_cancer,21474836480,114,4,0,gradient,submitted,,3,3,wifi,full,100,865357,1784943382452,523562,1557,97473,26375,9792,156344320,
2026-07-25 01:36:30.039000+00:00,Lenovo TB328FU,b379008f-f450-4987-bba4-51517776290a,workmanager,2,4,heart_disease,21474836480,59,4,0,gradient,submitted,,3,3,wifi,full,100,865542,1784943383023,43705,436,97634,14508,7905,156491776,
2026-07-25 01:37:04.691000+00:00,Lenovo TB328FU,5293ac2e-1915-4c3b-8f9d-5d7a5ccf62d1,push,2,4,pima_diabetes,,,,,,idle,,,,wifi,full,100,36340,1784943417454,20993,,,,,148725760,-6553
2026-07-25 01:37:05.060000+00:00,Lenovo TB328FU,8290562d-2ac2-4701-a08f-14f98f73dfa7,push,2,4,breast_cancer,,,,,,idle,,,,wifi,full,100,35593,1784943418045,20959,,,,,148733952,
2026-07-25 01:37:05.462000+00:00,Lenovo TB328FU,b379008f-f450-4987-bba4-51517776290a,push,2,4,heart_disease,,,,,,idle,,,,wifi,full,100,35415,1784943418438,21160,,,,,145727488,
2026-07-25 01:37:05.559000+00:00,samsung SM-X200,5293ac2e-1915-4c3b-8f9d-5d7a5ccf62d1,push,1,4,pima_diabetes,21474836480,154,4,0,gradient,submitted,,3,3,wifi,full,100,900741,1784943423009,38979,679,163814,11028,7360,167526400,-1400
2026-07-25 01:37:05.643000+00:00,Google Pixel 9 Pro,5293ac2e-1915-4c3b-8f9d-5d7a5ccf62d1,push,0,4,pima_diabetes,21474836480,153,4,0,gradient,submitted,,3,3,wifi,discharging,63,900854,1784943425900,42470,289,165507,11013,7426,230346752,1253
2026-07-25 01:37:06.110000+00:00,samsung SM-X200,8290562d-2ac2-4701-a08f-14f98f73dfa7,push,1,4,breast_cancer,21474836480,114,4,0,gradient,submitted,,3,3,wifi,full,100,900407,1784943423777,46507,1097,152184,26433,9725,167526400,
2026-07-25 01:37:06.251000+00:00,Google Pixel 9 Pro,8290562d-2ac2-4701-a08f-14f98f73dfa7,push,0,4,breast_cancer,21474836480,113,4,0,gradient,submitted,,3,3,wifi,discharging,63,898852,1784943426803,47526,790,144004,26415,9747,231301120,
2026-07-25 01:37:06.629000+00:00,samsung SM-X200,b379008f-f450-4987-bba4-51517776290a,push,1,4,heart_disease,21474836480,59,4,0,gradient,submitted,,3,3,wifi,full,100,899368,1784943424293,43915,822,160256,14531,7883,167546880,
2026-07-25 01:37:06.782000+00:00,Google Pixel 9 Pro,b379008f-f450-4987-bba4-51517776290a,push,0,4,heart_disease,21474836480,59,4,0,gradient,submitted,,3,3,wifi,discharging,63,898672,1784943427338,38193,599,136437,14526,7883,231718912,
2026-07-25 01:51:05.535000+00:00,iPhone iPhone,5293ac2e-1915-4c3b-8f9d-5d7a5ccf62d1,push,3,4,pima_diabetes,21474836481,154,4,1,gradient,submitted,,3,3,wifi,full,100,900897,1784944265169,20793,235,118312,16596,7258,76021760,697
2026-07-25 01:51:06.116000+00:00,iPhone iPhone,8290562d-2ac2-4701-a08f-14f98f73dfa7,push,3,4,breast_cancer,21474836481,114,4,1,gradient,submitted,,3,3,wifi,full,100,900804,1784944266003,40528,496,171633,47392,9645,76120064,
2026-07-25 01:51:06.694000+00:00,iPhone iPhone,b379008f-f450-4987-bba4-51517776290a,push,3,4,heart_disease,21474836481,60,4,1,gradient,submitted,,3,3,wifi,full,100,900906,1784944266593,21923,227,131230,23623,7805,76169216,
2026-07-25 01:51:31.416000+00:00,Lenovo TB328FU,5293ac2e-1915-4c3b-8f9d-5d7a5ccf62d1,workmanager,2,4,pima_diabetes,21474836481,153,4,1,gradient,submitted,,3,3,wifi,full,100,866705,1784944284159,42434,668,99719,16664,7235,156655616,
2026-07-25 01:51:32.025000+00:00,Lenovo TB328FU,8290562d-2ac2-4701-a08f-14f98f73dfa7,workmanager,2,4,breast_cancer,21474836481,114,4,1,gradient,submitted,,3,3,wifi,full,100,866973,1784944285018,43130,1786,127150,47444,9623,157462528,
2026-07-25 01:51:32.565000+00:00,Lenovo TB328FU,b379008f-f450-4987-bba4-51517776290a,workmanager,2,4,heart_disease,21474836481,59,4,1,gradient,submitted,,3,3,wifi,full,100,867115,1784944285553,44086,667,101096,23668,7783,157483008,
2026-07-25 01:52:05.484000+00:00,Lenovo TB328FU,5293ac2e-1915-4c3b-8f9d-5d7a5ccf62d1,push,2,4,pima_diabetes,,,,,,idle,,,,wifi,full,100,34082,1784944318241,20210,,,,,147337216,-6611
2026-07-25 01:52:05.851000+00:00,Lenovo TB328FU,8290562d-2ac2-4701-a08f-14f98f73dfa7,push,2,4,breast_cancer,,,,,,idle,,,,wifi,full,100,33830,1784944318848,22501,,,,,148033536,
2026-07-25 01:52:06.262000+00:00,Lenovo TB328FU,b379008f-f450-4987-bba4-51517776290a,push,2,4,heart_disease,,,,,,idle,,,,wifi,full,100,33695,1784944319248,23295,,,,,142905344,
2026-07-25 01:52:06.452000+00:00,Google Pixel 9 Pro,5293ac2e-1915-4c3b-8f9d-5d7a5ccf62d1,push,0,4,pima_diabetes,21474836481,153,4,1,gradient,submitted,,3,3,wifi,discharging,62,900921,1784944326821,48853,1067,157652,16642,7235,211853312,1366
2026-07-25 01:52:06.537000+00:00,samsung SM-X200,5293ac2e-1915-4c3b-8f9d-5d7a5ccf62d1,push,1,4,pima_diabetes,21474836481,154,4,1,gradient,submitted,,3,3,wifi,full,100,900937,1784944323946,40331,318,146887,16658,7258,172400640,-1342
2026-07-25 01:52:07.033000+00:00,samsung SM-X200,8290562d-2ac2-4701-a08f-14f98f73dfa7,push,1,4,breast_cancer,21474836481,114,4,1,gradient,submitted,,3,3,wifi,full,100,900870,1784944324647,40628,2443,121890,47457,9623,172400640,
2026-07-25 01:52:07.146000+00:00,Google Pixel 9 Pro,8290562d-2ac2-4701-a08f-14f98f73dfa7,push,0,4,breast_cancer,21474836481,113,4,1,gradient,submitted,,3,3,wifi,discharging,62,900905,1784944327708,50419,3526,171099,47432,9623,213241856,
2026-07-25 01:52:07.590000+00:00,samsung SM-X200,b379008f-f450-4987-bba4-51517776290a,push,1,4,heart_disease,21474836481,59,4,1,gradient,submitted,,3,3,wifi,full,100,900911,1784944325204,42805,569,152467,23676,7783,172404736,
2026-07-25 01:52:07.750000+00:00,Google Pixel 9 Pro,b379008f-f450-4987-bba4-51517776290a,push,0,4,heart_disease,21474836481,59,4,1,gradient,submitted,,3,3,wifi,discharging,62,900964,1784944328302,59017,706,150150,23633,7783,214020096,
2026-07-25 02:06:06.318000+00:00,iPhone iPhone,5293ac2e-1915-4c3b-8f9d-5d7a5ccf62d1,push,3,4,pima_diabetes,21474836482,154,4,2,gradient,submitted,,3,3,wifi,full,100,900739,1784945165908,20791,355,157875,27899,7301,62242816,631
2026-07-25 02:06:06.992000+00:00,iPhone iPhone,8290562d-2ac2-4701-a08f-14f98f73dfa7,push,3,4,breast_cancer,21474836482,114,4,2,gradient,submitted,,3,3,wifi,full,100,900882,1784945166885,41470,705,268859,89643,9667,63864832,
2026-07-25 02:06:07.550000+00:00,iPhone iPhone,b379008f-f450-4987-bba4-51517776290a,push,3,4,heart_disease,21474836482,60,4,2,gradient,submitted,,3,3,wifi,full,100,900858,1784945167451,21946,411,176774,41818,7893,64585728,
2026-07-25 02:06:33.979000+00:00,Lenovo TB328FU,5293ac2e-1915-4c3b-8f9d-5d7a5ccf62d1,workmanager,2,4,pima_diabetes,21474836482,153,4,2,gradient,submitted,,3,3,wifi,full,100,868398,1784945186639,41292,947,100524,27925,7279,157233152,
2026-07-25 02:06:34.540000+00:00,Lenovo TB328FU,8290562d-2ac2-4701-a08f-14f98f73dfa7,workmanager,2,4,breast_cancer,21474836482,114,4,2,gradient,submitted,,3,3,wifi,full,100,868682,1784945187530,44021,2568,116927,89684,9667,159272960,
2026-07-25 02:06:35.121000+00:00,Lenovo TB328FU,b379008f-f450-4987-bba4-51517776290a,workmanager,2,4,heart_disease,21474836482,59,4,2,gradient,submitted,,3,3,wifi,full,100,868839,1784945188087,43724,1005,122301,41927,7827,159989760,
2026-07-25 02:07:06.153000+00:00,Lenovo TB328FU,5293ac2e-1915-4c3b-8f9d-5d7a5ccf62d1,push,2,4,pima_diabetes,,,,,,idle,,,,wifi,full,100,32295,1784945218934,21026,,,,,152096768,-6615
2026-07-25 02:07:06.554000+00:00,Lenovo TB328FU,8290562d-2ac2-4701-a08f-14f98f73dfa7,push,2,4,breast_cancer,,,,,,idle,,,,wifi,full,100,32014,1784945219544,21765,,,,,152264704,
