split_id,accuracy,auc_roc,f1,n_train,n_test,n_features
0,0.725916,0.804091,0.726978,56554,14138,21
1,0.730796,0.802809,0.736098,56554,14138,21
2,0.731009,0.806254,0.732729,56554,14138,21
3,0.727543,0.800070,0.728388,56554,14138,21
4,0.724501,0.796819,0.727069,56554,14138,21
