split_id,accuracy,auc_roc,f1,n_train,n_test,n_features
0,0.746428,0.825385,0.758146,56554,14138,21
1,0.742326,0.820246,0.754928,56554,14138,21
2,0.749823,0.827369,0.762250,56554,14138,21
3,0.742750,0.820768,0.755265,56554,14138,21
4,0.729665,0.786564,0.737247,56554,14138,21
