split_id,c2s_bytes,s2a_bytes,broadcast_bytes,total_bytes,hide_path
0,89387088,571680,2351440,92310208,false
1,89387088,571680,2370480,92329248,false
2,89387088,566240,2237200,92190528,false
3,89387088,566240,2332400,92285728,false
4,89387088,571680,2351440,92310208,false
