split_id,c2s_bytes,s2a_bytes,broadcast_bytes,total_bytes,hide_path
0,59656128,245280,1228080,61129488,false
1,59656128,245280,1228080,61129488,false
2,59656128,245280,1228080,61129488,false
3,59656128,245280,1228080,61129488,false
4,59656128,245280,1228080,61129488,false
