split_id,c2s_bytes,s2a_bytes,broadcast_bytes,total_bytes,hide_path
0,131940482000,1382064,617569680,132559433744,true
1,131940482000,1382064,617569680,132559433744,true
2,131940482000,1382064,617569680,132559433744,true
3,131940482000,1382064,617569680,132559433744,true
4,131940482000,1382064,613045360,132554909424,true
