split_id,c2s_bytes,s2a_bytes,broadcast_bytes,total_bytes,hide_path
0,192216384,705920,10069600,202991904,false
1,192216384,709280,10462560,203388224,false
2,192216384,742880,10855520,203814784,false
3,192216384,729440,10560800,203506624,false
4,192216384,709280,10167840,203093504,false
