split_id,c2s_bytes,s2a_bytes,broadcast_bytes,total_bytes,hide_path
0,144250704,151520,2799840,147202064,true
1,144250704,151520,2799840,147202064,true
2,144250704,151520,2799840,147202064,true
3,144250704,151520,2799840,147202064,true
4,144250704,151520,2799840,147202064,true
