split_id,n_train,wall_s,client_stats_s,client_grad_s,server_s,grad_share_calls,hide_path,n_shareholders,threshold
0,56554,70.587857,0.142130,49.373852,20.895651,2544930,false,5,3
1,56554,71.581914,0.105021,48.795573,22.507143,2544930,false,5,3
2,56554,76.003662,0.124873,51.556762,24.134383,2544930,false,5,3
3,56554,74.067369,0.102503,50.308820,23.471269,2544930,false,5,3
4,56554,63.768597,0.099111,44.856654,18.661049,2544930,false,5,3
