split_id,c2s_bytes,s2a_bytes,broadcast_bytes,total_bytes,hide_path
0,826714896,2268960,4845680,833829536,true
1,838607280,2301600,4750480,845659360,true
2,798966000,2192800,4483920,805642720,true
3,836625216,2296160,4560080,843481456,true
4,832661088,2285280,4959920,839906288,true
