split_id,n_trees,accuracy,auc_roc,f1
0,1,0.813559,0.831019,0.755556
0,2,0.830508,0.855324,0.800000
0,3,0.830508,0.883681,0.800000
0,4,0.830508,0.884838,0.800000
0,5,0.847458,0.891782,0.823529
0,6,0.830508,0.885995,0.807692
0,7,0.847458,0.883681,0.830189
0,8,0.847458,0.887731,0.830189
0,9,0.847458,0.893519,0.830189
0,10,0.847458,0.895255,0.830189
0,11,0.847458,0.905093,0.830189
0,12,0.847458,0.907407,0.830189
0,13,0.847458,0.907407,0.830189
0,14,0.847458,0.906250,0.830189
0,15,0.847458,0.908565,0.830189
1,1,0.745763,0.882523,0.615385
1,2,0.830508,0.905671,0.791667
1,3,0.813559,0.916667,0.784314
1,4,0.864407,0.915509,0.851852
1,5,0.864407,0.926505,0.851852
1,6,0.847458,0.920718,0.836364
1,7,0.847458,0.925347,0.836364
1,8,0.864407,0.927662,0.851852
1,9,0.864407,0.932292,0.851852
1,10,0.864407,0.929977,0.851852
1,11,0.864407,0.925347,0.851852
1,12,0.847458,0.925347,0.830189
1,13,0.847458,0.921875,0.830189
1,14,0.847458,0.917245,0.830189
1,15,0.830508,0.920139,0.807692
2,1,0.728814,0.759259,0.619048
2,2,0.762712,0.770255,0.708333
2,3,0.762712,0.791667,0.708333
2,4,0.728814,0.781829,0.680000
2,5,0.677966,0.785301,0.641509
2,6,0.694915,0.789931,0.653846
2,7,0.694915,0.801505,0.653846
2,8,0.728814,0.794560,0.692308
2,9,0.711864,0.806134,0.690909
2,10,0.711864,0.791088,0.679245
2,11,0.711864,0.807292,0.690909
2,12,0.694915,0.800347,0.678571
2,13,0.711864,0.804977,0.690909
2,14,0.711864,0.800347,0.690909
2,15,0.728814,0.803819,0.703704
3,1,0.796610,0.836227,0.739130
3,2,0.813559,0.854167,0.775510
3,3,0.830508,0.872685,0.800000
3,4,0.830508,0.875579,0.800000
3,5,0.796610,0.877894,0.760000
3,6,0.813559,0.876157,0.775510
3,7,0.830508,0.887731,0.800000
3,8,0.813559,0.902778,0.784314
3,9,0.813559,0.906250,0.784314
3,10,0.813559,0.903935,0.784314
3,11,0.813559,0.903935,0.784314
3,12,0.830508,0.906250,0.800000
3,13,0.813559,0.903935,0.784314
3,14,0.813559,0.902778,0.784314
3,15,0.813559,0.897569,0.784314
4,1,0.694915,0.795139,0.500000
4,2,0.728814,0.792824,0.652174
4,3,0.745763,0.826968,0.693878
4,4,0.779661,0.856481,0.734694
4,5,0.762712,0.843750,0.720000
4,6,0.813559,0.883102,0.775510
4,7,0.847458,0.913194,0.816327
4,8,0.847458,0.922454,0.816327
4,9,0.864407,0.947917,0.840000
4,10,0.847458,0.945602,0.816327
4,11,0.864407,0.947917,0.833333
4,12,0.864407,0.942130,0.840000
4,13,0.847458,0.943287,0.823529
4,14,0.847458,0.944444,0.823529
4,15,0.864407,0.944444,0.846154
