split_id,tree,depth,node_id,feature_idx,binned_gain,exact_gain,retention,n_samples_in_node
1,1,2,5,21,3.29451198,3.29451192,1.00000000,13
1,2,1,1,22,11.76232054,14.48957115,0.81177838,277
1,2,1,2,22,16.12729908,18.93978182,0.85150395,179
1,2,2,3,12,1.81340219,2.39343479,0.75765682,261
1,2,2,4,21,2.29253698,3.09977223,0.73958240,16
1,2,2,5,21,3.15963968,3.15963946,1.00000000,17
1,2,2,6,6,6.50505126,6.50505113,1.00000000,162
1,3,1,1,22,10.06851276,12.70178398,0.79268493,277
1,3,1,2,22,12.37470887,15.42231648,0.80238976,179
1,3,2,3,12,1.59361948,2.15949756,0.73795845,261
1,3,2,4,21,1.95686429,2.75929410,0.70919019,16
1,3,2,5,21,2.78437591,2.78437559,1.00000000,17
1,3,2,6,21,5.37742492,7.18542182,0.74837985,162
1,4,1,1,23,18.94496420,23.20180665,0.81652970,302
1,4,1,2,13,5.58045098,7.20939096,0.77405304,154
1,4,2,3,27,2.26793394,2.98546137,0.75965945,274
1,4,2,4,1,5.44732893,5.44732904,0.99999998,28
1,4,2,5,24,2.29039910,2.29039910,1.00000000,13
1,4,2,6,19,0.01302400,1.91507651,0.00680077,141
1,5,1,1,27,17.14442422,18.47463819,0.92799783,306
1,5,1,2,6,5.14736902,5.14736936,0.99999993,150
1,5,2,3,10,1.98133855,1.98133890,0.99999983,257
1,5,2,4,21,7.86276467,9.75545248,0.80598667,49
1,5,2,5,1,3.60552727,3.99356469,0.90283432,17
1,6,1,1,23,13.04417577,16.27209299,0.80162864,302
1,6,1,2,13,4.20359728,5.51261835,0.76254096,154
1,6,2,3,21,1.98976238,2.33010788,0.85393573,274
1,6,2,4,1,3.90689024,3.90689036,0.99999997,28
1,6,2,5,24,1.79044166,1.79044167,1.00000000,13
1,6,2,6,19,0.07617002,1.66552669,0.04573330,141
1,7,1,1,23,5.55274578,7.02086909,0.79089151,277
1,7,1,2,21,6.54914832,8.13682444,0.80487767,179
1,7,2,3,28,2.10628713,2.50741039,0.84002489,236
1,7,2,4,21,6.36193602,6.36193626,0.99999996,41
1,7,2,5,22,4.04880769,4.72918915,0.85613148,34
1,7,2,6,27,1.04828562,1.04828569,0.99999993,145
1,8,1,1,27,6.25035370,6.25035231,1.00000000,262
1,8,1,2,26,10.63002010,13.01459990,0.81677656,194
1,8,2,3,10,2.08335232,2.08335176,1.00000000,252
1,8,2,6,21,2.74899518,4.49089527,0.61212632,175
1,9,1,1,27,9.34278084,10.11798950,0.92338313,306
1,9,1,2,6,3.76435893,3.76435988,0.99999975,150
1,9,2,3,10,1.82536952,1.82536913,1.00000000,257
1,9,2,4,21,4.59637117,5.73988429,0.80077767,49
1,9,2,5,1,2.20542695,2.92548608,0.75386684,17
1,10,1,1,21,4.35064204,4.48368665,0.97032696,277
1,10,1,2,20,4.73445569,4.95585346,0.95532601,179
1,10,2,3,12,1.85316769,2.21263692,0.83753808,235
1,10,2,4,23,5.16323091,5.16323145,0.99999990,42
1,10,2,5,21,4.44504152,4.54976654,0.97698233,34
1,10,2,6,21,1.05821742,1.63068507,0.64894040,145
1,11,1,1,27,7.23358513,7.91000913,0.91448505,308
1,11,1,2,6,2.00856248,2.00856174,1.00000000,148
1,11,2,3,28,1.65339102,2.04351249,0.80909269,260
1,11,2,4,21,3.57027820,4.06474702,0.87835188,48
1,11,2,5,1,1.57048371,2.16539613,0.72526393,15
1,12,1,1,27,6.09996593,6.82681178,0.89353070,306
