split_id,n_train,wall_s,client_stats_s,client_grad_s,server_s,grad_share_calls,hide_path,n_shareholders,threshold
0,238,0.185116,0.000213,0.141097,0.042938,10710,true,3,2
1,238,0.177600,0.000163,0.134298,0.042255,10710,true,3,2
2,238,0.178761,0.000144,0.135102,0.042651,10710,true,3,2
3,238,0.178053,0.000147,0.134781,0.042249,10710,true,3,2
4,238,0.177614,0.000149,0.134355,0.042244,10710,true,3,2
