split_id,c2s_bytes,s2a_bytes,broadcast_bytes,total_bytes,hide_path
0,56610554000,1382064,617569680,57229505744,false
1,56610554000,1382064,617569680,57229505744,false
2,56610554000,1382064,617569680,57229505744,false
3,56610554000,1382064,617569680,57229505744,false
4,56610554000,1382064,617569680,57229505744,false
