split_id,c2s_bytes,s2a_bytes,broadcast_bytes,total_bytes,hide_path
0,29925168,82080,656880,30664128,false
1,29925168,82080,656880,30664128,false
2,29925168,82080,656880,30664128,false
3,29925168,82080,656880,30664128,false
4,29925168,82080,656880,30664128,false
