split_id,n_train,wall_s,client_stats_s,client_grad_s,server_s,grad_share_calls,hide_path,n_shareholders,threshold
0,614,0.148839,0.000429,0.101384,0.045313,27630,false,3,2
1,614,0.158215,0.000330,0.106964,0.049029,27630,false,3,2
2,614,0.151929,0.000309,0.102717,0.047086,27630,false,3,2
3,614,0.156382,0.000308,0.105566,0.048635,27630,false,3,2
4,614,0.156572,0.000308,0.105696,0.048716,27630,false,3,2
