split_id,c2s_bytes,s2a_bytes,broadcast_bytes,total_bytes,hide_path
0,148849008,1833760,4845680,155528448,false
1,148849008,1708640,4750480,155308128,false
2,148849008,1627040,4483920,154959968,false
3,148849008,1757600,4560080,155166688,false
4,148849008,1654240,4959920,155463168,false
