split_id,n_train,wall_s,client_stats_s,client_grad_s,server_s,grad_share_calls,hide_path,n_shareholders,threshold
0,56554,34.388693,0.083837,23.148336,10.994223,2544930,false,3,2
1,56554,33.287847,0.047173,22.335457,10.744099,2544930,false,3,2
2,56554,32.694584,0.046262,21.874434,10.615875,2544930,false,3,2
3,56554,33.646181,0.051739,22.586956,10.844579,2544930,false,3,2
4,56554,33.203553,0.051752,22.475423,10.515995,2544930,false,3,2
