split_id,n_train,wall_s,client_stats_s,client_grad_s,server_s,grad_share_calls,hide_path,n_shareholders,threshold
0,614,0.155024,0.000472,0.105364,0.047378,27630,false,3,2
1,614,0.150226,0.000305,0.101170,0.046940,27630,false,3,2
2,614,0.151315,0.000306,0.101192,0.048015,27630,false,3,2
3,614,0.152705,0.000314,0.102286,0.048276,27630,false,3,2
4,614,0.148724,0.000313,0.100394,0.046209,27630,false,3,2
