split_id,accuracy,auc_roc,f1,n_train,n_test,n_features
0,0.830508,0.905093,0.814815,238,59,13
1,0.813559,0.907986,0.784314,238,59,13
2,0.694915,0.795718,0.653846,238,59,13
3,0.813559,0.911458,0.784314,238,59,13
4,0.847458,0.924769,0.823529,238,59,13
