split_id,c2s_bytes,s2a_bytes,broadcast_bytes,total_bytes,hide_path
0,178579968,2285280,4807600,185672848,false
1,178579968,2312480,4921840,185814288,false
2,178579968,2171040,4826640,185577648,false
3,178579968,2361440,4731440,185672848,false
4,178579968,2100320,5321680,186001968,false
