split_id,n_trees,accuracy,auc_roc,f1
0,1,0.649351,0.823981,0.000000
0,2,0.649351,0.848704,0.000000
0,3,0.727273,0.842222,0.511628
0,4,0.753247,0.847037,0.577778
0,5,0.746753,0.851852,0.571429
0,6,0.753247,0.861204,0.586957
0,7,0.759740,0.859907,0.584270
0,8,0.766234,0.858519,0.600000
0,9,0.772727,0.863889,0.623656
0,10,0.785714,0.867778,0.645161
0,11,0.759740,0.869815,0.602151
0,12,0.772727,0.871852,0.631579
0,13,0.779221,0.874074,0.660000
0,14,0.798701,0.878148,0.680412
0,15,0.779221,0.879074,0.653061
1,1,0.649351,0.811852,0.000000
1,2,0.649351,0.812037,0.000000
1,3,0.707792,0.821944,0.383562
1,4,0.707792,0.823333,0.430380
1,5,0.733766,0.826944,0.517647
1,6,0.740260,0.830926,0.534884
1,7,0.746753,0.828333,0.551724
1,8,0.759740,0.833611,0.602151
1,9,0.766234,0.836019,0.608696
1,10,0.772727,0.838056,0.623656
1,11,0.772727,0.837778,0.631579
1,12,0.772727,0.840370,0.639175
1,13,0.766234,0.838704,0.625000
1,14,0.759740,0.833889,0.618557
1,15,0.766234,0.833333,0.625000
2,1,0.649351,0.774815,0.000000
2,2,0.649351,0.797685,0.000000
2,3,0.701299,0.799167,0.425000
2,4,0.707792,0.797963,0.470588
2,5,0.733766,0.798611,0.539326
2,6,0.740260,0.798796,0.555556
2,7,0.759740,0.804722,0.610526
2,8,0.746753,0.802593,0.597938
2,9,0.766234,0.809074,0.625000
2,10,0.766234,0.805833,0.640000
2,11,0.753247,0.804259,0.627451
2,12,0.746753,0.804167,0.621359
2,13,0.740260,0.807130,0.615385
2,14,0.740260,0.811019,0.615385
2,15,0.746753,0.808611,0.628571
3,1,0.649351,0.810370,0.000000
3,2,0.649351,0.862870,0.000000
3,3,0.733766,0.848981,0.405797
3,4,0.759740,0.843148,0.519481
3,5,0.746753,0.840833,0.493506
3,6,0.766234,0.839352,0.560976
3,7,0.759740,0.837407,0.554217
3,8,0.759740,0.835926,0.554217
3,9,0.746753,0.838056,0.541176
3,10,0.753247,0.839074,0.558140
3,11,0.753247,0.838148,0.558140
3,12,0.759740,0.840926,0.574713
3,13,0.766234,0.837407,0.590909
3,14,0.759740,0.833889,0.584270
3,15,0.759740,0.832222,0.584270
4,1,0.649351,0.780185,0.000000
4,2,0.649351,0.788519,0.000000
4,3,0.740260,0.791481,0.444444
4,4,0.733766,0.800370,0.438356
4,5,0.733766,0.804537,0.493827
4,6,0.746753,0.816944,0.541176
4,7,0.753247,0.822778,0.547619
4,8,0.746753,0.830926,0.541176
4,9,0.746753,0.836019,0.541176
4,10,0.746753,0.831481,0.541176
4,11,0.759740,0.831667,0.574713
4,12,0.766234,0.828889,0.590909
4,13,0.753247,0.831111,0.577778
4,14,0.766234,0.830556,0.600000
4,15,0.759740,0.833704,0.593407
