split_id,c2s_bytes,s2a_bytes,broadcast_bytes,total_bytes,hide_path
0,1362578976,1431680,15571040,1379581696,true
1,1429730928,1502240,17437600,1448670768,true
2,1432928640,1505600,16602560,1451036800,true
3,1404149232,1475360,16356960,1421981552,true
4,1365776688,1435040,16111360,1383323088,true
