split_id,n_trees,accuracy,auc_roc,f1
0,1,0.649351,0.831944,0.000000
0,2,0.649351,0.846389,0.000000
0,3,0.746753,0.846944,0.530120
0,4,0.740260,0.850833,0.545455
0,5,0.759740,0.856019,0.602151
0,6,0.759740,0.862593,0.602151
0,7,0.759740,0.864352,0.610526
0,8,0.753247,0.871111,0.604167
0,9,0.753247,0.872778,0.604167
0,10,0.746753,0.876296,0.606061
0,11,0.766234,0.878889,0.640000
0,12,0.779221,0.880556,0.660000
0,13,0.759740,0.878889,0.626263
0,14,0.766234,0.877778,0.640000
0,15,0.766234,0.877778,0.640000
1,1,0.649351,0.805370,0.000000
1,2,0.649351,0.826111,0.000000
1,3,0.707792,0.827500,0.383562
1,4,0.714286,0.825926,0.435897
1,5,0.753247,0.829074,0.568182
1,6,0.759740,0.831481,0.584270
1,7,0.766234,0.832963,0.608696
1,8,0.766234,0.837315,0.608696
1,9,0.779221,0.839815,0.638298
1,10,0.779221,0.837407,0.638298
1,11,0.766234,0.837222,0.625000
1,12,0.772727,0.837778,0.646465
1,13,0.772727,0.835463,0.646465
1,14,0.766234,0.833796,0.632653
1,15,0.772727,0.834907,0.646465
2,1,0.649351,0.756574,0.000000
2,2,0.649351,0.789444,0.000000
2,3,0.701299,0.789259,0.394737
2,4,0.714286,0.796481,0.476190
2,5,0.733766,0.800370,0.539326
2,6,0.746753,0.808519,0.561798
2,7,0.753247,0.814259,0.577778
2,8,0.753247,0.815741,0.595745
2,9,0.746753,0.807870,0.613861
2,10,0.746753,0.809352,0.621359
2,11,0.740260,0.808611,0.607843
2,12,0.766234,0.813704,0.660377
2,13,0.753247,0.810000,0.648148
2,14,0.759740,0.810185,0.660550
2,15,0.740260,0.809815,0.622642
3,1,0.649351,0.799074,0.000000
3,2,0.649351,0.851019,0.000000
3,3,0.701299,0.847222,0.281250
3,4,0.727273,0.853426,0.400000
3,5,0.727273,0.853519,0.461538
3,6,0.740260,0.854074,0.500000
3,7,0.740260,0.854259,0.500000
3,8,0.753247,0.852778,0.547619
3,9,0.753247,0.857500,0.558140
3,10,0.759740,0.855185,0.574713
3,11,0.759740,0.852778,0.574713
3,12,0.753247,0.848333,0.568182
3,13,0.766234,0.849815,0.600000
3,14,0.759740,0.842963,0.593407
3,15,0.759740,0.838704,0.602151
4,1,0.649351,0.783333,0.000000
4,2,0.649351,0.798426,0.000000
4,3,0.740260,0.800926,0.444444
4,4,0.733766,0.811574,0.453333
4,5,0.740260,0.819167,0.473684
4,6,0.746753,0.823796,0.506329
4,7,0.746753,0.829907,0.518519
4,8,0.759740,0.835185,0.554217
4,9,0.753247,0.828519,0.558140
4,10,0.753247,0.830370,0.558140
4,11,0.753247,0.829907,0.568182
4,12,0.753247,0.829907,0.577778
4,13,0.759740,0.830833,0.593407
4,14,0.753247,0.831204,0.577778
4,15,0.766234,0.830093,0.608696
